Date,Site,N2O_ppb,sd_N2O_ppb
2012-07-09,JFJ,325.17,0.35
2012-07-10,JFJ,325.29,0.45
2012-07-11,JFJ,325.34,0.46
2012-07-12,JFJ,325.11,0.49
2012-07-13,JFJ,325.35,0.43
2012-07-14,JFJ,325.24,0.64
2012-07-15,JFJ,325.02,0.27
2012-07-16,JFJ,325.14,0.41
2012-07-17,JFJ,325.23,0.36
2012-07-18,JFJ,325.28,0.4
2012-07-19,JFJ,325.61,0.51
2012-07-20,JFJ,325.32,0.42
2012-07-21,JFJ,325.35,0.3
2012-07-22,JFJ,325.3,0.42
2012-07-23,JFJ,325.26,0.51
2012-07-24,JFJ,325.68,0.32
2012-07-25,JFJ,325.76,0.36
2012-07-26,JFJ,325.69,0.46
2012-07-27,JFJ,325.59,0.44
2012-07-28,JFJ,325.61,0.41
2012-07-29,JFJ,325.47,0.44
2012-07-30,JFJ,325.01,0.5
2012-07-31,JFJ,325.26,0.39
2012-08-01,JFJ,325.59,0.4
2012-08-02,JFJ,325.48,0.44
2012-08-03,JFJ,325.26,0.39
2012-08-04,JFJ,325.54,0.49
2012-08-05,JFJ,325.67,0.46
2012-08-06,JFJ,325.54,0.46
2012-08-07,JFJ,324.88,0.57
2012-08-08,JFJ,324.95,0.51
2012-08-09,JFJ,325.45,0.44
2012-08-10,JFJ,325.26,0.4
2012-08-11,JFJ,325.27,0.38
2012-08-12,JFJ,325.48,0.43
2012-08-13,JFJ,325.38,0.42
2012-08-14,JFJ,325.48,0.39
2012-08-15,JFJ,325.55,0.26
2012-08-16,JFJ,325.1,0.47
2012-08-17,JFJ,325.25,0.55
2012-08-18,JFJ,325.72,0.38
2012-08-19,JFJ,325.68,0.34
2012-08-20,JFJ,325.97,0.38
2012-08-21,JFJ,325.82,0.37
2012-08-22,JFJ,325.8,0.44
2012-08-23,JFJ,325.98,0.39
2012-08-24,JFJ,325.77,0.47
2012-08-25,JFJ,325.77,0.38
2012-08-26,JFJ,325.23,0.44
2012-08-27,JFJ,325.52,0.45
2012-08-28,JFJ,325.62,0.38
2012-08-29,JFJ,325.69,0.34
2012-08-30,JFJ,325.74,0.33
2012-08-31,JFJ,325.44,0.43
2012-09-01,JFJ,325.29,0.41
2012-09-02,JFJ,325.42,0.43
2012-09-03,JFJ,325.78,0.44
2012-09-04,JFJ,325.69,0.45
2012-09-05,JFJ,325.53,0.45
2012-09-06,JFJ,325.49,0.4
2012-09-07,JFJ,325.34,0.41
2012-09-08,JFJ,325.83,0.55
2012-09-09,JFJ,326.13,0.44
2012-09-10,JFJ,326.14,0.45
2012-09-11,JFJ,326.1,0.36
2012-09-12,JFJ,325.57,0.46
2012-09-13,JFJ,325.3,0.44
2012-09-14,JFJ,325.42,0.46
2012-09-15,JFJ,325.38,0.54
2012-09-16,JFJ,325.74,0.35
2012-09-17,JFJ,325.87,0.39
2012-09-18,JFJ,325.89,0.36
2012-09-19,JFJ,325.67,0.47
2012-09-20,JFJ,325.33,0.4
2012-09-21,JFJ,325.71,0.41
2012-09-22,JFJ,325.58,0.49
2012-09-23,JFJ,325.71,0.48
2012-09-24,JFJ,325.97,0.68
2012-09-25,JFJ,326,0.5
2012-09-26,JFJ,326.27,0.69
2012-09-27,JFJ,325.67,0.5
2012-09-28,JFJ,325.52,0.53
2012-09-29,JFJ,326.01,0.81
2012-09-30,JFJ,325.55,0.36
2012-10-01,JFJ,325.68,0.46
2012-10-02,JFJ,325.61,0.39
2012-10-03,JFJ,325.87,0.49
2012-10-04,JFJ,325.75,0.6
2012-10-05,JFJ,325.91,0.39
2012-10-06,JFJ,326.01,0.47
2012-10-07,JFJ,326.14,0.61
2012-10-08,JFJ,325.48,0.49
2012-10-09,JFJ,325.92,0.52
2012-10-10,JFJ,-999999.99,-999.99
2012-10-11,JFJ,325.75,1.28
2012-10-12,JFJ,325.93,0.51
2012-10-13,JFJ,325.84,0.63
2012-10-14,JFJ,326.45,0.82
2012-10-15,JFJ,326.06,0.57
2012-10-16,JFJ,325.85,0.44
2012-10-17,JFJ,325.93,0.58
2012-10-18,JFJ,326.14,0.5
2012-10-19,JFJ,326.06,0.64
2012-10-20,JFJ,326,0.34
2012-10-21,JFJ,326.13,0.44
2012-10-22,JFJ,326.05,0.41
2012-10-23,JFJ,326.07,0.34
2012-10-24,JFJ,326.13,0.54
2012-10-25,JFJ,326.05,0.33
2012-10-26,JFJ,326.42,0.33
2012-10-27,JFJ,326.89,0.97
2012-10-28,JFJ,326.18,0.56
2012-10-29,JFJ,325.93,0.48
2012-10-30,JFJ,325.94,0.46
2012-10-31,JFJ,326.1,0.65
2012-11-01,JFJ,326.06,0.61
2012-11-02,JFJ,325.98,0.68
2012-11-03,JFJ,326.17,0.57
2012-11-04,JFJ,326.21,0.53
2012-11-05,JFJ,325.95,0.56
2012-11-06,JFJ,325.97,0.62
2012-11-07,JFJ,325.91,0.52
2012-11-08,JFJ,325.89,0.35
2012-11-09,JFJ,325.98,0.45
2012-11-10,JFJ,326.61,0.63
2012-11-11,JFJ,326.84,0.59
2012-11-12,JFJ,326.2,0.51
2012-11-13,JFJ,325.83,0.55
2012-11-14,JFJ,325.89,0.47
2012-11-15,JFJ,325.8,0.42
2012-11-16,JFJ,326.14,0.48
2012-11-17,JFJ,326.05,0.49
2012-11-18,JFJ,325.95,0.37
2012-11-19,JFJ,326.15,0.51
2012-11-20,JFJ,326.05,0.48
2012-11-21,JFJ,326.13,0.44
2012-11-22,JFJ,326.17,0.38
2012-11-23,JFJ,326.14,0.36
2012-11-24,JFJ,326.14,0.53
2012-11-25,JFJ,326.27,0.76
2012-11-26,JFJ,326.49,0.77
2012-11-27,JFJ,327.18,0.56
2012-11-28,JFJ,326.27,0.49
2012-11-29,JFJ,326.83,0.54
2012-11-30,JFJ,326.33,0.53
2012-12-01,JFJ,326.37,0.49
2012-12-02,JFJ,326.52,0.46
2012-12-03,JFJ,326.23,0.81
2012-12-04,JFJ,326.19,0.66
2012-12-05,JFJ,326.09,0.45
2012-12-06,JFJ,326.15,0.44
2012-12-07,JFJ,326.08,0.68
2012-12-08,JFJ,326.2,0.49
2012-12-09,JFJ,325.97,0.4
2012-12-10,JFJ,326.13,0.68
2012-12-11,JFJ,326.67,0.51
2012-12-12,JFJ,326.14,0.49
2012-12-13,JFJ,326.11,0.65
2012-12-14,JFJ,326.21,0.64
2012-12-15,JFJ,326.17,0.66
2012-12-16,JFJ,326.1,0.53
2012-12-17,JFJ,326.28,0.56
2012-12-18,JFJ,326.26,0.49
2012-12-19,JFJ,326.23,0.44
2012-12-20,JFJ,326.26,0.51
2012-12-21,JFJ,326.17,0.39
2012-12-22,JFJ,326.29,0.48
2012-12-23,JFJ,326.42,0.69
2012-12-24,JFJ,326.44,0.75
2012-12-25,JFJ,326.21,0.53
2012-12-26,JFJ,326.32,0.49
2012-12-27,JFJ,326.58,0.83
2012-12-28,JFJ,326.48,0.74
2012-12-29,JFJ,326.32,0.42
2012-12-30,JFJ,326.2,0.55
2012-12-31,JFJ,326.21,0.59
2013-01-01,JFJ,326.41,0.5
2013-01-02,JFJ,326.34,0.43
2013-01-03,JFJ,326.38,0.48
2013-01-04,JFJ,326.33,0.51
2013-01-05,JFJ,326.45,0.59
2013-01-06,JFJ,326.33,0.49
2013-01-07,JFJ,326.28,0.45
2013-01-08,JFJ,326.28,0.4
2013-01-09,JFJ,326.43,0.36
2013-01-10,JFJ,326.36,0.48
2013-01-11,JFJ,326.71,0.44
2013-01-12,JFJ,326.48,0.7
2013-01-13,JFJ,326.44,0.64
2013-01-14,JFJ,326.82,1.39
2013-01-15,JFJ,326.51,0.51
2013-01-16,JFJ,326.61,0.45
2013-01-17,JFJ,326.67,0.5
2013-01-18,JFJ,326.34,0.41
2013-01-19,JFJ,326.4,0.48
2013-01-20,JFJ,326.7,0.43
2013-01-21,JFJ,326.62,0.45
2013-01-22,JFJ,326.39,0.46
2013-01-23,JFJ,326.25,0.42
2013-01-24,JFJ,326.31,0.38
2013-01-25,JFJ,326.23,0.47
2013-01-26,JFJ,326.22,0.39
2013-01-27,JFJ,326.4,0.44
2013-01-28,JFJ,326.17,0.35
2013-01-29,JFJ,326.39,0.62
2013-01-30,JFJ,326.67,1.56
2013-01-31,JFJ,326.28,0.76
2013-02-01,JFJ,326.57,0.94
2013-02-02,JFJ,326.65,0.48
2013-02-03,JFJ,326.51,0.55
2013-02-04,JFJ,326.9,1.04
2013-02-05,JFJ,326.42,0.87
2013-02-06,JFJ,326.47,0.52
2013-02-07,JFJ,326.78,0.51
2013-02-08,JFJ,326.44,0.5
2013-02-09,JFJ,326.69,0.47
2013-02-10,JFJ,326.4,0.4
2013-02-11,JFJ,326.59,0.47
2013-02-12,JFJ,326.71,0.38
2013-02-13,JFJ,326.39,0.46
2013-02-14,JFJ,326.1,0.45
2013-02-15,JFJ,326.48,0.35
2013-02-16,JFJ,326.38,0.4
2013-02-17,JFJ,-999999.99,-999.99
2013-02-18,JFJ,326.07,0.44
2013-02-19,JFJ,326.24,0.91
2013-02-20,JFJ,326.28,0.44
2013-02-21,JFJ,327.04,0.94
2013-02-22,JFJ,326.86,0.57
2013-02-23,JFJ,326.42,0.57
2013-02-24,JFJ,326.92,0.65
2013-02-25,JFJ,327.35,0.72
2013-02-26,JFJ,326.88,0.65
2013-02-27,JFJ,326.49,0.56
2013-02-28,JFJ,326.47,0.67
2013-03-01,JFJ,326.11,0.51
2013-03-02,JFJ,326.09,0.65
2013-03-03,JFJ,326.12,0.72
2013-03-04,JFJ,326.03,0.93
2013-03-05,JFJ,326.57,0.76
2013-03-06,JFJ,326.62,0.75
2013-03-07,JFJ,326.62,0.51
2013-03-08,JFJ,326.46,0.6
2013-03-09,JFJ,326.78,0.55
2013-03-10,JFJ,326.7,0.54
2013-03-11,JFJ,326.91,0.59
2013-03-12,JFJ,326.75,0.54
2013-03-13,JFJ,326.82,0.58
2013-03-14,JFJ,327.12,0.85
2013-03-15,JFJ,326.51,0.53
2013-03-16,JFJ,326.56,0.62
2013-03-17,JFJ,326.68,0.69
2013-03-18,JFJ,326.69,0.55
2013-03-19,JFJ,326.48,0.58
2013-03-20,JFJ,326.44,0.58
2013-03-21,JFJ,326.53,0.57
2013-03-22,JFJ,326.61,0.48
2013-03-23,JFJ,326.53,0.57
2013-03-24,JFJ,326.88,0.4
2013-03-25,JFJ,326.96,0.58
2013-03-26,JFJ,326.54,0.43
2013-03-27,JFJ,326.28,0.47
2013-03-28,JFJ,326.5,0.46
2013-03-29,JFJ,326.68,0.79
2013-03-30,JFJ,326.43,0.47
2013-03-31,JFJ,326.66,0.58
2013-04-01,JFJ,326.11,0.52
2013-04-02,JFJ,326.23,0.41
2013-04-03,JFJ,326.6,0.53
2013-04-04,JFJ,326.82,0.54
2013-04-05,JFJ,327.13,0.55
2013-04-06,JFJ,326.88,0.66
2013-04-07,JFJ,326.54,0.75
2013-04-08,JFJ,327.28,0.85
2013-04-09,JFJ,326.26,0.52
2013-04-10,JFJ,326.33,0.7
2013-04-11,JFJ,326.39,0.61
2013-04-12,JFJ,326.45,0.65
2013-04-13,JFJ,326.55,0.59
2013-04-14,JFJ,326.58,0.6
2013-04-15,JFJ,326.51,0.46
2013-04-16,JFJ,326.46,0.43
2013-04-17,JFJ,326.37,0.58
2013-04-18,JFJ,326.59,0.5
2013-04-19,JFJ,327.14,0.81
2013-04-20,JFJ,326.95,0.53
2013-04-21,JFJ,326.68,0.57
2013-04-22,JFJ,326.77,0.41
2013-04-23,JFJ,326.65,0.48
2013-04-24,JFJ,326.55,0.62
2013-04-25,JFJ,326.13,0.6
2013-04-26,JFJ,326.61,0.47
2013-04-27,JFJ,327.31,0.47
2013-04-28,JFJ,326.9,0.81
2013-04-29,JFJ,327.08,0.92
2013-04-30,JFJ,326.94,1.36
2013-05-01,JFJ,326.83,1.06
2013-05-02,JFJ,326.21,1.28
2013-05-03,JFJ,326,1.2
2013-05-04,JFJ,326.93,1.17
2013-05-05,JFJ,327.07,0.52
2013-05-06,JFJ,327.34,0.69
2013-05-07,JFJ,327,0.52
2013-05-08,JFJ,326.87,0.48
2013-05-09,JFJ,326.91,0.55
2013-05-10,JFJ,327.14,0.67
2013-05-11,JFJ,326.88,0.63
2013-05-12,JFJ,326.83,0.37
2013-05-13,JFJ,326.48,0.41
2013-05-14,JFJ,326.86,0.63
2013-05-15,JFJ,326.96,0.69
2013-05-16,JFJ,326.98,0.61
2013-05-17,JFJ,326.91,0.4
2013-05-18,JFJ,326.84,0.52
2013-05-19,JFJ,326.74,0.62
2013-05-20,JFJ,327.1,0.6
2013-05-21,JFJ,326.91,0.68
2013-05-22,JFJ,327.4,0.63
2013-05-23,JFJ,326.7,0.46
2013-05-24,JFJ,326.78,0.62
2013-05-25,JFJ,327.05,0.52
2013-05-26,JFJ,327.16,0.48
2013-05-27,JFJ,327.41,0.55
2013-05-28,JFJ,327.23,0.63
2013-05-29,JFJ,326.79,0.61
2013-05-30,JFJ,326.72,0.41
2013-05-31,JFJ,328.04,1.09
2013-06-01,JFJ,327.77,0.67
2013-06-02,JFJ,327.13,0.66
2013-06-03,JFJ,326.67,0.55
2013-06-04,JFJ,326.83,0.55
2013-06-05,JFJ,326.98,0.63
2013-06-06,JFJ,326.99,0.53
2013-06-07,JFJ,326.95,0.56
2013-06-08,JFJ,327.02,0.5
2013-06-09,JFJ,326.97,0.48
2013-06-10,JFJ,327,0.58
2013-06-11,JFJ,327.58,0.61
2013-06-12,JFJ,326.83,0.44
2013-06-13,JFJ,326.76,0.45
2013-06-14,JFJ,326.6,0.6
2013-06-15,JFJ,326.66,0.51
2013-06-16,JFJ,326.65,0.47
2013-06-17,JFJ,327.02,0.45
2013-06-18,JFJ,327.25,0.51
2013-06-19,JFJ,327.47,0.61
2013-06-20,JFJ,327.04,0.73
2013-06-21,JFJ,326.78,0.68
2013-06-22,JFJ,327.02,0.53
2013-06-23,JFJ,326.98,0.66
2013-06-24,JFJ,326.73,0.57
2013-06-25,JFJ,326.83,0.57
2013-06-26,JFJ,326.64,0.73
2013-06-27,JFJ,326.65,0.76
2013-06-28,JFJ,326.47,0.56
2013-06-29,JFJ,326.78,0.55
2013-06-30,JFJ,326.43,0.61
2013-07-01,JFJ,326.86,0.82
2013-07-02,JFJ,327.23,0.67
2013-07-03,JFJ,326.82,0.71
2013-07-04,JFJ,326.74,0.74
2013-07-05,JFJ,326.02,0.62
2013-07-06,JFJ,325.66,0.88
2013-07-07,JFJ,326.42,0.72
2013-07-08,JFJ,327.03,0.35
2013-07-09,JFJ,327,0.4
2013-07-10,JFJ,326.94,0.4
2013-07-11,JFJ,326.49,0.55
2013-07-12,JFJ,326.18,0.62
2013-07-13,JFJ,326.5,0.47
2013-07-14,JFJ,326.31,0.41
2013-07-15,JFJ,326.33,0.5
2013-07-16,JFJ,326.34,0.59
2013-07-17,JFJ,327.52,0.41
2013-07-18,JFJ,327.02,0.37
2013-07-19,JFJ,326.65,0.4
2013-07-20,JFJ,326.57,0.33
2013-07-21,JFJ,326.61,0.36
2013-07-22,JFJ,326.67,0.37
2013-07-23,JFJ,326.33,0.34
2013-07-24,JFJ,-999999.99,-999.99
2013-07-25,JFJ,-999999.99,-999.99
2013-07-26,JFJ,-999999.99,-999.99
2013-07-27,JFJ,-999999.99,-999.99
2013-07-28,JFJ,-999999.99,-999.99
2013-07-29,JFJ,326.28,0.38
2013-07-30,JFJ,326.36,0.46
2013-07-31,JFJ,326.88,0.33
2013-08-01,JFJ,327.01,0.34
2013-08-02,JFJ,327.22,0.44
2013-08-03,JFJ,327.25,0.44
2013-08-04,JFJ,327.09,0.39
2013-08-05,JFJ,327.32,0.39
2013-08-06,JFJ,327.34,0.45
2013-08-07,JFJ,327.43,0.53
2013-08-08,JFJ,327.04,0.51
2013-08-09,JFJ,327.08,0.64
2013-08-10,JFJ,326.62,0.43
2013-08-11,JFJ,326.54,0.4
2013-08-12,JFJ,327.04,0.48
2013-08-13,JFJ,326.88,0.51
2013-08-14,JFJ,326.54,0.49
2013-08-15,JFJ,326.56,0.46
2013-08-16,JFJ,326.75,0.41
2013-08-17,JFJ,327.03,0.46
2013-08-18,JFJ,327.28,0.34
2013-08-19,JFJ,326.88,0.64
2013-08-20,JFJ,326.42,0.53
2013-08-21,JFJ,326.45,0.46
2013-08-22,JFJ,326.89,0.63
2013-08-23,JFJ,326.89,0.45
2013-08-24,JFJ,326.93,0.54
2013-08-25,JFJ,326.67,0.54
2013-08-26,JFJ,327.29,0.71
2013-08-27,JFJ,327.22,0.5
2013-08-28,JFJ,327.43,0.54
2013-08-29,JFJ,327.38,0.57
2013-08-30,JFJ,327.11,0.63
2013-08-31,JFJ,327.01,0.6
2013-09-01,JFJ,327.03,0.56
2013-09-02,JFJ,326.86,0.72
2013-09-03,JFJ,326.88,0.69
2013-09-04,JFJ,327.17,0.65
2013-09-05,JFJ,327.54,0.35
2013-09-06,JFJ,327.73,0.37
2013-09-07,JFJ,327.54,0.59
2013-09-08,JFJ,327.41,0.48
2013-09-09,JFJ,326.66,0.6
2013-09-10,JFJ,326.75,0.46
2013-09-11,JFJ,326.69,0.64
2013-09-12,JFJ,326.84,0.45
2013-09-13,JFJ,326.82,0.54
2013-09-14,JFJ,327.07,0.58
2013-09-15,JFJ,327.19,0.62
2013-09-16,JFJ,326.88,0.71
2013-09-17,JFJ,326.25,0.42
2013-09-18,JFJ,326.9,0.42
2013-09-19,JFJ,326.82,0.54
2013-09-20,JFJ,327.01,0.51
2013-09-21,JFJ,327,0.52
2013-09-22,JFJ,326.59,1.06
2013-09-23,JFJ,327.42,0.51
2013-09-24,JFJ,327.26,0.34
2013-09-25,JFJ,327.3,0.45
2013-09-26,JFJ,327.39,0.47
2013-09-27,JFJ,327.41,0.63
2013-09-28,JFJ,327.45,0.38
2013-09-29,JFJ,327.38,0.61
2013-09-30,JFJ,327.61,0.69
2013-10-01,JFJ,327.27,0.42
2013-10-02,JFJ,327.05,0.7
2013-10-03,JFJ,327.06,0.55
2013-10-04,JFJ,327.4,0.48
2013-10-05,JFJ,327.39,0.44
2013-10-06,JFJ,327.38,0.39
2013-10-07,JFJ,327.3,0.56
2013-10-08,JFJ,327.44,0.51
2013-10-09,JFJ,327.39,0.57
2013-10-10,JFJ,327.17,0.6
2013-10-11,JFJ,326.89,0.45
2013-10-12,JFJ,327.01,0.55
2013-10-13,JFJ,327.22,0.71
2013-10-14,JFJ,327.32,0.54
2013-10-15,JFJ,327.09,0.58
2013-10-16,JFJ,327.38,0.78
2013-10-17,JFJ,326.82,0.6
2013-10-18,JFJ,327.08,0.5
2013-10-19,JFJ,327.33,0.39
2013-10-20,JFJ,327.43,0.44
2013-10-21,JFJ,327.23,0.52
2013-10-22,JFJ,327.6,0.58
2013-10-23,JFJ,328.5,0.89
2013-10-24,JFJ,327.5,0.43
2013-10-25,JFJ,327.6,0.67
2013-10-26,JFJ,327.83,0.58
2013-10-27,JFJ,327.52,0.69
2013-10-28,JFJ,327.51,0.62
2013-10-29,JFJ,327.66,0.5
2013-10-30,JFJ,327.31,0.51
2013-10-31,JFJ,327.65,0.44
2013-11-01,JFJ,327.52,0.77
2013-11-02,JFJ,327.53,0.74
2013-11-03,JFJ,327.18,0.68
2013-11-04,JFJ,327.48,0.62
2013-11-05,JFJ,327.33,0.68
2013-11-06,JFJ,327.37,0.79
2013-11-07,JFJ,327.54,0.6
2013-11-08,JFJ,327.63,0.49
2013-11-09,JFJ,327.47,0.57
2013-11-10,JFJ,327.36,0.82
2013-11-11,JFJ,327.14,0.82
2013-11-12,JFJ,325.97,1.01
2013-11-13,JFJ,326.9,0.76
2013-11-14,JFJ,327.56,0.87
2013-11-15,JFJ,327.76,0.75
2013-11-16,JFJ,327.39,0.55
2013-11-17,JFJ,327.41,0.57
2013-11-18,JFJ,327.56,0.65
2013-11-19,JFJ,327.69,0.49
2013-11-20,JFJ,328.53,0.91
2013-11-21,JFJ,328.17,0.75
2013-11-22,JFJ,327.82,0.67
2013-11-23,JFJ,327.53,0.68
2013-11-24,JFJ,327.71,0.65
2013-11-25,JFJ,327.3,0.91
2013-11-26,JFJ,327.42,0.69
2013-11-27,JFJ,327.65,0.72
2013-11-28,JFJ,327.45,0.79
2013-11-29,JFJ,327.27,0.52
2013-11-30,JFJ,327.74,0.63
2013-12-01,JFJ,327.47,0.69
2013-12-02,JFJ,327.31,0.74
2013-12-03,JFJ,327.49,0.57
2013-12-04,JFJ,327.32,0.44
2013-12-05,JFJ,327.36,0.43
2013-12-06,JFJ,327.3,0.94
2013-12-07,JFJ,327.48,0.53
2013-12-08,JFJ,327.48,0.66
2013-12-09,JFJ,327.71,0.59
2013-12-10,JFJ,-999999.99,-999.99
2013-12-11,JFJ,-999999.99,-999.99
2013-12-12,JFJ,-999999.99,-999.99
2013-12-13,JFJ,-999999.99,-999.99
2013-12-14,JFJ,-999999.99,-999.99
2013-12-15,JFJ,-999999.99,-999.99
2013-12-16,JFJ,327.34,0.48
2013-12-17,JFJ,327.53,0.47
2013-12-18,JFJ,327.48,0.55
2013-12-19,JFJ,327.47,0.59
2013-12-20,JFJ,327.66,0.52
2013-12-21,JFJ,327.39,0.46
2013-12-22,JFJ,327.56,0.52
2013-12-23,JFJ,327.71,0.48
2013-12-24,JFJ,327.78,0.78
2013-12-25,JFJ,328.32,1.07
2013-12-26,JFJ,327.7,0.53
2013-12-27,JFJ,327.3,0.51
2013-12-28,JFJ,327.73,0.67
2013-12-29,JFJ,327.51,0.55
2013-12-30,JFJ,327.32,0.52
2013-12-31,JFJ,327.91,0.86
2014-01-01,JFJ,327.83,0.53
2014-01-02,JFJ,327.65,0.6
2014-01-03,JFJ,327.43,0.47
2014-01-04,JFJ,327.82,0.79
2014-01-05,JFJ,327.34,0.67
2014-01-06,JFJ,327.69,0.53
2014-01-07,JFJ,327.69,0.73
2014-01-08,JFJ,327.8,0.58
2014-01-09,JFJ,327.59,0.54
2014-01-10,JFJ,327.79,0.74
2014-01-11,JFJ,327.82,1.06
2014-01-12,JFJ,327.51,0.52
2014-01-13,JFJ,327.67,0.65
2014-01-14,JFJ,327.69,0.67
2014-01-15,JFJ,327.87,0.51
2014-01-16,JFJ,327.78,0.61
2014-01-17,JFJ,328.05,1.35
2014-01-18,JFJ,328.01,1.11
2014-01-19,JFJ,327.99,0.71
2014-01-20,JFJ,328.08,0.53
2014-01-21,JFJ,328.56,1.73
2014-01-22,JFJ,327.8,0.81
2014-01-23,JFJ,327.77,0.54
2014-01-24,JFJ,328.09,0.69
2014-01-25,JFJ,327.78,0.64
2014-01-26,JFJ,327.56,0.99
2014-01-27,JFJ,327.63,0.57
2014-01-28,JFJ,327.86,0.8
2014-01-29,JFJ,327.69,0.52
2014-01-30,JFJ,327.82,0.82
2014-01-31,JFJ,327.85,0.77
2014-02-01,JFJ,327.74,0.69
2014-02-02,JFJ,328.01,0.71
2014-02-03,JFJ,328.09,0.75
2014-02-04,JFJ,327.95,0.79
2014-02-05,JFJ,327.78,0.7
2014-02-06,JFJ,327.77,0.47
2014-02-07,JFJ,327.96,0.86
2014-02-08,JFJ,327.76,0.62
2014-02-09,JFJ,327.9,0.62
2014-02-10,JFJ,327.99,1.68
2014-02-11,JFJ,327.71,0.41
2014-02-12,JFJ,327.89,1.55
2014-02-13,JFJ,327.6,0.93
2014-02-14,JFJ,327.9,1.35
2014-02-15,JFJ,327.58,0.71
2014-02-16,JFJ,327.74,0.51
2014-02-17,JFJ,327.56,1.2
2014-02-18,JFJ,327.5,0.7
2014-02-19,JFJ,327.83,0.64
2014-02-20,JFJ,327.65,0.55
2014-02-21,JFJ,327.93,0.6
2014-02-22,JFJ,327.79,0.41
2014-02-23,JFJ,327.91,0.67
2014-02-24,JFJ,328.17,0.49
2014-02-25,JFJ,328.36,0.56
2014-02-26,JFJ,328.46,0.65
2014-02-27,JFJ,328.43,0.68
2014-02-28,JFJ,328.64,0.63
2014-03-01,JFJ,328.62,0.47
2014-03-02,JFJ,328.21,0.59
2014-03-03,JFJ,328.44,0.75
2014-03-04,JFJ,328.37,0.7
2014-03-05,JFJ,328.37,0.49
2014-03-06,JFJ,328.27,1.85
2014-03-07,JFJ,327.75,0.54
2014-03-08,JFJ,327.79,0.92
2014-03-09,JFJ,327.98,0.68
2014-03-10,JFJ,327.91,0.8
2014-03-11,JFJ,328,0.69
2014-03-12,JFJ,328.15,0.6
2014-03-13,JFJ,327.92,0.85
2014-03-14,JFJ,328.19,0.56
2014-03-15,JFJ,328.2,0.62
2014-03-16,JFJ,328.16,0.63
2014-03-17,JFJ,328.3,0.65
2014-03-18,JFJ,328.3,0.71
2014-03-19,JFJ,328.29,0.83
2014-03-20,JFJ,328.44,0.75
2014-03-21,JFJ,328.17,0.9
2014-03-22,JFJ,328.89,0.55
2014-03-23,JFJ,328.52,0.65
2014-03-24,JFJ,328.49,0.64
2014-03-25,JFJ,328.07,0.8
2014-03-26,JFJ,328.52,0.81
2014-03-27,JFJ,328.21,0.61
2014-03-28,JFJ,327.93,0.51
2014-03-29,JFJ,327.89,0.51
2014-03-30,JFJ,327.79,0.44
2014-03-31,JFJ,328.05,0.79
2014-04-01,JFJ,327.96,0.9
2014-04-02,JFJ,327.97,0.5
2014-04-03,JFJ,328.28,1.61
2014-04-04,JFJ,328.53,0.77
2014-04-05,JFJ,328.35,0.73
2014-04-06,JFJ,328.75,0.68
2014-04-07,JFJ,327.94,0.49
2014-04-08,JFJ,327.93,0.48
2014-04-09,JFJ,327.93,0.52
2014-04-10,JFJ,328.32,1.29
2014-04-11,JFJ,328.07,0.55
2014-04-12,JFJ,328.2,0.66
2014-04-13,JFJ,328.02,0.6
2014-04-14,JFJ,328.33,0.63
2014-04-15,JFJ,328.15,0.52
2014-04-16,JFJ,327.72,0.79
2014-04-17,JFJ,327.98,0.67
2014-04-18,JFJ,328.16,0.59
2014-04-19,JFJ,328.26,0.72
2014-04-20,JFJ,328.29,0.56
2014-04-21,JFJ,328.86,0.51
2014-04-22,JFJ,328.31,0.53
2014-04-23,JFJ,327.98,0.59
2014-04-24,JFJ,328.21,0.54
2014-04-25,JFJ,328.76,0.76
2014-04-26,JFJ,328.51,0.44
2014-04-27,JFJ,328.45,0.68
2014-04-28,JFJ,328.33,0.45
2014-04-29,JFJ,328.41,0.61
2014-04-30,JFJ,328.55,0.9
2014-05-01,JFJ,328.85,0.51
2014-05-02,JFJ,329.19,0.66
2014-05-03,JFJ,329.5,1.05
2014-05-04,JFJ,327.58,0.62
2014-05-05,JFJ,327.67,0.42
2014-05-06,JFJ,327.76,0.59
2014-05-07,JFJ,327.99,0.55
2014-05-08,JFJ,328,0.47
2014-05-09,JFJ,327.77,0.61
2014-05-10,JFJ,327.97,0.71
2014-05-11,JFJ,327.92,0.61
2014-05-12,JFJ,327.92,0.56
2014-05-13,JFJ,328.25,0.52
2014-05-14,JFJ,328.64,0.51
2014-05-15,JFJ,328.58,0.75
2014-05-16,JFJ,328.1,0.5
2014-05-17,JFJ,328.17,0.52
2014-05-18,JFJ,328.47,0.54
2014-05-19,JFJ,328.38,0.65
2014-05-20,JFJ,328.03,0.54
2014-05-21,JFJ,328.09,0.71
2014-05-22,JFJ,328.33,0.81
2014-05-23,JFJ,328.16,0.66
2014-05-24,JFJ,328,0.52
2014-05-25,JFJ,328.22,0.54
2014-05-26,JFJ,328.61,1.55
2014-05-27,JFJ,328.49,0.58
2014-05-28,JFJ,328.62,0.71
2014-05-29,JFJ,328.65,0.56
2014-05-30,JFJ,329.02,0.48
2014-05-31,JFJ,327.99,0.53
2014-06-01,JFJ,328.12,0.7
2014-06-02,JFJ,328.36,0.46
2014-06-03,JFJ,328.64,0.54
2014-06-04,JFJ,328.41,0.66
2014-06-05,JFJ,327.9,0.74
